Project Name ▲,Sample ID,Depth,Biome,Environmental Feature,Environmental Material,Nitrate,Phosphate
Tara Oceans,SAMEA2621216,150,marine biome,deep chlorophyll maximum layer,saline water,0.580918,0.051522
Tara Oceans,SAMEA2621198,5,marine biome,sea surface layer,saline water,0.030608,0.055883
Tara Oceans,SAMEA2621176,800,marine biome,marine mesopelagic zone,saline water,38.4485,2.618
Tara Oceans,SAMEA2621155,100,marine biome,deep chlorophyll maximum layer,saline water,0.241265,0.143
Tara Oceans,SAMEA2621132,5,marine biome,sea surface layer,saline water,0.263475,0.104
Tara Oceans,SAMEA2621092,800,marine biome,marine mesopelagic zone,saline water,37.7793,2.522
Tara Oceans,SAMEA2621066,5,marine biome,sea surface layer,saline water,0.168013,0.309
Tara Oceans,SAMEA2620995,700,marine biome,marine mesopelagic zone,saline water,25.8469,1.529
Tara Oceans,SAMEA2620929,5,marine biome,sea surface layer,saline water,2.45099,0.343
Tara Oceans,SAMEA2620828,65,marine biome,deep chlorophyll maximum layer,saline water,-0.112031,0.08325
Tara Oceans,SAMEA2620570,75,marine biome,deep chlorophyll maximum layer,saline water,0.244232,0.159
Tara Oceans,SAMEA2620404,5,marine biome,sea surface layer,saline water,-2.20176,0.0825
Tara Oceans,SAMEA2620259,80,marine biome,deep chlorophyll maximum layer,saline water,0.569531,0.2505
Tara Oceans,SAMEA2620230,5,marine biome,sea surface layer,saline water,-1.47882,0.0765
Tara Oceans,SAMEA2620217,60,marine biome,deep chlorophyll maximum layer,saline water,-0.224514,0.846
Tara Oceans,SAMEA2620194,5,marine biome,sea surface layer,saline water,-1.34315,0.1565
Tara Oceans,SAMEA2620097,270,marine biome,marine mesopelagic zone,saline water,19.5665,2.64
Tara Oceans,SAMEA2620081,25,marine biome,deep chlorophyll maximum layer,saline water,-0.611888,0.2465
Tara Oceans,SAMEA2620035,340,marine biome,marine mesopelagic zone,saline water,22.4446,2.639
Tara Oceans,SAMEA2620021,25,marine biome,deep chlorophyll maximum layer,saline water,1.23012,0.417
Tara Oceans,SAMEA2620000,5,marine biome,sea surface layer,saline water,0.889376,0.337
Tara Oceans,SAMEA2619952,17,marine biome,deep chlorophyll maximum layer,saline water,0.367767,0.431
Tara Oceans,SAMEA2619907,60,marine biome,deep chlorophyll maximum layer,saline water,0.08645,0.0885
Tara Oceans,SAMEA2619879,5,marine biome,sea surface layer,saline water,-0.927087,0.144
Tara Oceans,SAMEA2619857,5,marine biome,sea surface layer,saline water,-0.000271,0.04575
Tara Oceans,SAMEA2619840,80,marine biome,deep chlorophyll maximum layer,saline water,1.20106,0.025
Tara Oceans,SAMEA2619818,5,marine biome,sea surface layer,saline water,-0.541919,0.00875
Tara Oceans,SAMEA2619802,5,marine biome,sea surface layer,saline water,-0.137284,0.01225
Tara Oceans,SAMEA2591122,70,marine biome,deep chlorophyll maximum layer,saline water,0.254406,0
Tara Oceans,SAMEA2591108,5,marine biome,sea surface layer,saline water,-0.447961,0.00025
Tara Oceans,SAMEA2591131,70,marine biome,deep chlorophyll maximum layer,saline water,0.254406,0
Tara Oceans,SAMEA2591130,70,marine biome,deep chlorophyll maximum layer,saline water,0.254406,0
Tara Oceans,SAMEA2624977,70,marine biome,deep chlorophyll maximum layer,particulate matter,-0.887964,0
Tara Oceans,SAMEA2625587,70,marine biome,deep chlorophyll maximum layer,particulate matter,-0.887964,0
Tara Oceans,SAMEA2624978,5,marine biome,sea surface layer,particulate matter,-0.147072,0.00025
Tara Oceans,SAMEA2624980,5,marine biome,sea surface layer,particulate matter,-0.147072,0.00025
Tara Oceans,SAMEA2624983,5,marine biome,sea surface layer,particulate matter,-0.74885,0.00025
Tara Oceans,SAMEA2591118,5,marine biome,sea surface layer,particulate matter,-0.447961,0.00025
Tara Oceans,SAMEA2591117,5,marine biome,sea surface layer,particulate matter,-0.447961,0.00025
Tara Oceans,SAMEA2621523,5,marine biome,sea surface layer,particulate matter,27.5012,2.1055
Tara Oceans,SAMEA2732321,5,marine biome,sea surface layer,particulate matter,3.61821,0.55525
Tara Oceans,SAMEA2620025,25,marine biome,deep chlorophyll maximum layer,particulate matter,1.23012,0.417
Tara Oceans,SAMEA2730588,5,marine biome,sea surface layer,particulate matter,-0.139576,0.337
Tara Oceans,SAMEA2730547,5,marine biome,sea surface layer,particulate matter,0.889376,0.337
Tara Oceans,SAMEA2731674,5,marine biome,sea surface layer,particulate matter,2.99923,0.1595
Tara Oceans,SAMEA2732077,5,marine biome,sea surface layer,particulate matter,0.992351,0.001
Tara Oceans,SAMEA2621832,35,marine biome,deep chlorophyll maximum layer,particulate matter,0.660123,1.08725
Tara Oceans,SAMEA2621475,5,marine biome,sea surface layer,particulate matter,11.0037,1.176
Tara Oceans,SAMEA2732954,5,marine biome,sea surface layer,particulate matter,0.030608,0.055883
Tara Oceans,SAMEA2731714,5,marine biome,sea surface layer,particulate matter,0.196821,0.104
Tara Oceans,SAMEA2620846,65,marine biome,deep chlorophyll maximum layer,particulate matter,-0.112031,0.08325
Tara Oceans,SAMEA2731338,5,marine biome,sea surface layer,particulate matter,-0.166794,0.084
Tara Oceans,SAMEA2620526,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.1035
Tara Oceans,SAMEA2620523,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.1035
Tara Oceans,SAMEA2730799,5,marine biome,sea surface layer,particulate matter,0.244232,0.07325
Tara Oceans,SAMEA2620500,5,marine biome,sea surface layer,particulate matter,0.244232,0.07325
Tara Oceans,SAMEA2623541,5,marine biome,sea surface layer,particulate matter,1.19032,0.0065
Tara Oceans,SAMEA2623481,5,marine biome,sea surface layer,particulate matter,-2.2118,0.003
Tara Oceans,SAMEA2623459,5,marine biome,sea surface layer,particulate matter,-1.72396,0.0132
Tara Oceans,SAMEA2623458,5,marine biome,sea surface layer,particulate matter,-1.72396,0.0132
Tara Oceans,SAMEA2623437,5,marine biome,sea surface layer,particulate matter,-3.79669,0.09345
Tara Oceans,SAMEA2623357,5,marine biome,sea surface layer,particulate matter,-1.18432,0.1575
Tara Oceans,SAMEA2623184,5,marine biome,sea surface layer,particulate matter,-1.65127,0.288583
Tara Oceans,SAMEA2623126,5,marine biome,sea surface layer,particulate matter,-0.673592,0.2925
Tara Oceans,SAMEA2622995,5,marine biome,sea surface layer,particulate matter,-1.89738,0.186
Tara Oceans,SAMEA2622955,5,marine biome,sea surface layer,particulate matter,-2.17599,0.225
Tara Oceans,SAMEA2622873,5,marine biome,sea surface layer,particulate matter,4.95364,0.56525
Tara Oceans,SAMEA2622856,5,marine biome,sea surface layer,particulate matter,-1.05626,0.3585
Tara Oceans,SAMEA2622646,5,marine biome,sea surface layer,particulate matter,-0.910661,0.169
Tara Oceans,SAMEA2622641,5,marine biome,sea surface layer,particulate matter,-1.01654,0.176125
Tara Oceans,SAMEA2622637,5,marine biome,sea surface layer,particulate matter,-1.01654,0.176125
Tara Oceans,SAMEA2622632,5,marine biome,sea surface layer,particulate matter,-1.01654,0.19875
Tara Oceans,SAMEA2622628,5,marine biome,sea surface layer,particulate matter,-1.01654,0.19875
Tara Oceans,SAMEA2622624,5,marine biome,sea surface layer,particulate matter,-1.01654,0.20025
Tara Oceans,SAMEA2622619,5,marine biome,sea surface layer,particulate matter,-1.01654,0.187833
Tara Oceans,SAMEA2622614,5,marine biome,sea surface layer,particulate matter,-1.01654,0.1815
Tara Oceans,SAMEA2622256,5,marine biome,sea surface layer,particulate matter,5.71519,0.573125
Tara Oceans,SAMEA2622084,5,marine biome,sea surface layer,particulate matter,-1.7374,0.2975
Tara Oceans,SAMEA2621924,5,marine biome,sea surface layer,particulate matter,-1.01044,0.121
Tara Oceans,SAMEA2621920,5,marine biome,sea surface layer,particulate matter,-1.01044,0.121
Tara Oceans,SAMEA2621581,5,marine biome,sea surface layer,particulate matter,11.9924,1.553
Tara Oceans,SAMEA2621472,5,marine biome,sea surface layer,particulate matter,11.0037,1.176
Tara Oceans,SAMEA2621124,5,marine biome,sea surface layer,particulate matter,-3.46895,0.127
Tara Oceans,SAMEA2620459,5,marine biome,sea surface layer,particulate matter,0.244232,0.076
Tara Oceans,SAMEA2620431,5,marine biome,sea surface layer,particulate matter,-2.20176,0.096
Tara Oceans,SAMEA2730915,5,marine biome,sea surface layer,particulate matter,-0.543904,0.0132
Tara Oceans,SAMEA2730914,5,marine biome,sea surface layer,particulate matter,-1.72396,0.0132
Tara Oceans,SAMEA2623457,5,marine biome,sea surface layer,particulate matter,-1.72396,0.0132
Tara Oceans,SAMEA2730625,5,marine biome,sea surface layer,particulate matter,-0.287067,0.09345
Tara Oceans,SAMEA2730909,5,marine biome,sea surface layer,particulate matter,-0.287067,0.09345
Tara Oceans,SAMEA2730908,5,marine biome,sea surface layer,particulate matter,-3.79669,0.09345
Tara Oceans,SAMEA2623439,5,marine biome,sea surface layer,particulate matter,-3.79669,0.09345
Tara Oceans,SAMEA2732557,5,marine biome,sea surface layer,particulate matter,-1.65127,0.288583
Tara Oceans,SAMEA2623186,5,marine biome,sea surface layer,particulate matter,-1.65127,0.288583
Tara Oceans,SAMEA2732974,5,marine biome,sea surface layer,particulate matter,-0.673592,0.2925
Tara Oceans,SAMEA2732917,5,marine biome,sea surface layer,particulate matter,-0.673592,0.2925
Tara Oceans,SAMEA2732853,5,marine biome,sea surface layer,particulate matter,-0.673592,0.2925
Tara Oceans,SAMEA2623128,5,marine biome,sea surface layer,particulate matter,-0.673592,0.2925
Tara Oceans,SAMEA2731974,5,marine biome,sea surface layer,particulate matter,4.78483,0.56525
Tara Oceans,SAMEA2731923,5,marine biome,sea surface layer,particulate matter,4.78483,0.56525
Tara Oceans,SAMEA2731883,5,marine biome,sea surface layer,particulate matter,4.78483,0.56525
Tara Oceans,SAMEA2622875,5,marine biome,sea surface layer,particulate matter,4.95364,0.56525
Tara Oceans,SAMEA2731706,5,marine biome,sea surface layer,particulate matter,1.79573,0.3585
Tara Oceans,SAMEA2731705,5,marine biome,sea surface layer,particulate matter,1.79573,0.3585
Tara Oceans,SAMEA2731669,5,marine biome,sea surface layer,particulate matter,-0.483111,0.3585
Tara Oceans,SAMEA2622858,5,marine biome,sea surface layer,particulate matter,-1.05626,0.3585
Tara Oceans,SAMEA2731583,5,marine biome,sea surface layer,particulate matter,-0.910661,0.169
Tara Oceans,SAMEA2731582,5,marine biome,sea surface layer,particulate matter,-0.910661,0.169
Tara Oceans,SAMEA2731724,5,marine biome,sea surface layer,particulate matter,-1.01654,0.176125
Tara Oceans,SAMEA2731702,5,marine biome,sea surface layer,particulate matter,-1.01654,0.176125
Tara Oceans,SAMEA2731665,5,marine biome,sea surface layer,particulate matter,-1.01654,0.176125
Tara Oceans,SAMEA2731664,5,marine biome,sea surface layer,particulate matter,-1.01654,0.176125
Tara Oceans,SAMEA2732203,5,marine biome,sea surface layer,particulate matter,-1.7374,0.2975
Tara Oceans,SAMEA2732202,5,marine biome,sea surface layer,particulate matter,-1.7374,0.2975
Tara Oceans,SAMEA2732201,5,marine biome,sea surface layer,particulate matter,-1.50103,0.2975
Tara Oceans,SAMEA2622086,5,marine biome,sea surface layer,particulate matter,-1.7374,0.2975
Tara Oceans,SAMEA2732834,5,marine biome,sea surface layer,particulate matter,-0.760199,0.2425
Tara Oceans,SAMEA2732773,5,marine biome,sea surface layer,particulate matter,-0.760199,0.2425
Tara Oceans,SAMEA2732772,5,marine biome,sea surface layer,particulate matter,-0.760199,0.2425
Tara Oceans,SAMEA2621844,5,marine biome,sea surface layer,particulate matter,-0.39754,0.2425
Tara Oceans,SAMEA2731966,5,marine biome,sea surface layer,particulate matter,-3.12198,0.127
Tara Oceans,SAMEA2731962,5,marine biome,sea surface layer,particulate matter,-3.46895,0.127
Tara Oceans,SAMEA2731877,5,marine biome,sea surface layer,particulate matter,-3.46895,0.127
Tara Oceans,SAMEA2621126,5,marine biome,sea surface layer,particulate matter,-3.46895,0.127
Tara Oceans,SAMEA2731264,5,marine biome,sea surface layer,particulate matter,2.14933,0
Tara Oceans,SAMEA2620504,5,marine biome,sea surface layer,particulate matter,0.244232,0.07325
Tara Oceans,SAMEA2730982,5,marine biome,sea surface layer,particulate matter,0.244232,0.076
Tara Oceans,SAMEA2730728,5,marine biome,sea surface layer,particulate matter,0.244232,0.076
Tara Oceans,SAMEA2620457,5,marine biome,sea surface layer,particulate matter,0.244232,0.076
Tara Oceans,SAMEA2730866,5,marine biome,sea surface layer,particulate matter,-2.20176,0.096
Tara Oceans,SAMEA2730864,5,marine biome,sea surface layer,particulate matter,-2.20176,0.096
Tara Oceans,SAMEA2622772,5,marine biome,sea surface layer,particulate matter,5.11186,0.63025
Tara Oceans,SAMEA2657105,5,marine biome,sea surface layer,particulate matter,28.882,2.1055
Tara Oceans,SAMEA2620251,5,marine biome,sea surface layer,particulate matter,-1.47882,0.0765
Tara Oceans,SAMEA2620011,5,marine biome,sea surface layer,particulate matter,0.889376,0.337
Tara Oceans,SAMEA2657058,5,marine biome,sea surface layer,particulate matter,-0.323509,0.144
Tara Oceans,SAMEA2619898,5,marine biome,sea surface layer,particulate matter,-0.927087,0.144
Tara Oceans,SAMEA2619833,5,marine biome,sea surface layer,particulate matter,-0.541919,0.00875
Tara Oceans,SAMEA2620090,25,marine biome,deep chlorophyll maximum layer,particulate matter,-0.611888,0.2465
Tara Oceans,SAMEA2620024,25,marine biome,deep chlorophyll maximum layer,particulate matter,1.23012,0.417
Tara Oceans,SAMEA2621825,35,marine biome,deep chlorophyll maximum layer,particulate matter,0.660123,1.08725
Tara Oceans,SAMEA2621611,35,marine biome,deep chlorophyll maximum layer,particulate matter,28.9664,2.4585
Tara Oceans,SAMEA2621607,35,marine biome,deep chlorophyll maximum layer,particulate matter,28.9664,2.4585
Tara Oceans,SAMEA2623837,40,marine biome,deep chlorophyll maximum layer,particulate matter,1.21028,0
Tara Oceans,SAMEA2623562,40,marine biome,deep chlorophyll maximum layer,particulate matter,0.90708,0.001
Tara Oceans,SAMEA2622276,40,marine biome,deep chlorophyll maximum layer,particulate matter,9.68462,0.776625
Tara Oceans,SAMEA2621438,40,marine biome,deep chlorophyll maximum layer,particulate matter,17.1118,1.356
Tara Oceans,SAMEA2619878,40,marine biome,None,particulate matter,0.04326,0.107
Tara Oceans,SAMEA2623146,45,marine biome,deep chlorophyll maximum layer,particulate matter,4.83272,0.43225
Tara Oceans,SAMEA2732923,45,marine biome,deep chlorophyll maximum layer,particulate matter,5.63849,0.43225
Tara Oceans,SAMEA2623148,45,marine biome,deep chlorophyll maximum layer,particulate matter,4.83272,0.43225
Tara Oceans,SAMEA2732861,45,marine biome,deep chlorophyll maximum layer,particulate matter,4.30864,0.43225
Tara Oceans,SAMEA2732857,45,marine biome,deep chlorophyll maximum layer,particulate matter,7.01682,0.43225
Tara Oceans,SAMEA2731693,50,marine biome,deep chlorophyll maximum layer,particulate matter,10.8009,0.9295
Tara Oceans,SAMEA2623377,60,marine biome,deep chlorophyll maximum layer,particulate matter,22.0878,1.108
Tara Oceans,SAMEA2619876,70,marine biome,None,particulate matter,2.51791,0.2655
Tara Oceans,SAMEA2620529,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.1035
Tara Oceans,SAMEA2620268,80,marine biome,deep chlorophyll maximum layer,particulate matter,0.569531,0.2505
Tara Oceans,SAMEA2619851,80,marine biome,deep chlorophyll maximum layer,particulate matter,1.20106,0.025
Tara Oceans,SAMEA2622981,85,marine biome,deep chlorophyll maximum layer,particulate matter,0.614344,0.332
Tara Oceans,SAMEA2656990,90,marine biome,deep chlorophyll maximum layer,particulate matter,30.4221,2.309
Tara Oceans,SAMEA2622893,100,marine biome,deep chlorophyll maximum layer,particulate matter,3.98389,0.56825
Tara Oceans,SAMEA2731982,100,marine biome,deep chlorophyll maximum layer,particulate matter,3.82977,0.56825
Tara Oceans,SAMEA2731938,100,marine biome,deep chlorophyll maximum layer,particulate matter,4.42606,0.56825
Tara Oceans,SAMEA2731979,100,marine biome,deep chlorophyll maximum layer,particulate matter,4.46534,0.56825
Tara Oceans,SAMEA2622894,100,marine biome,deep chlorophyll maximum layer,particulate matter,3.98389,0.56825
Tara Oceans,SAMEA2622697,115,marine biome,deep chlorophyll maximum layer,particulate matter,2.33358,0.582933
Tara Oceans,SAMEA2620484,120,marine biome,deep chlorophyll maximum layer,particulate matter,0.269786,0.136
Tara Oceans,SAMEA2620477,120,marine biome,deep chlorophyll maximum layer,particulate matter,0.269786,0.136
Tara Oceans,SAMEA2730766,120,marine biome,deep chlorophyll maximum layer,particulate matter,0.244232,0.136
Tara Oceans,SAMEA2622803,120,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,4.45868,0.4885
Tara Oceans,SAMEA2657006,140,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,4.26365,0.566
Tara Oceans,SAMEA2657066,140,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,3.43205,0.566
Tara Oceans,SAMEA2622844,140,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,3.67243,0.566
Tara Oceans,SAMEA2622743,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.02326,0.6607
Tara Oceans,SAMEA2622742,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.02326,0.6607
Tara Oceans,SAMEA2622741,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.02326,0.6607
Tara Oceans,SAMEA2622740,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.02326,0.6607
Tara Oceans,SAMEA2622739,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.02326,0.6607
Tara Oceans,SAMEA2657043,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.30541,0.57375
Tara Oceans,SAMEA2622746,150,oceanic epipelagic zone biome,marine wind mixed layer,particulate matter,5.02326,0.6607
Tara Oceans,SAMEA2622563,155,marine biome,deep chlorophyll maximum layer,particulate matter,0.476585,0.1145
Tara Oceans,SAMEA2621892,155,marine biome,deep chlorophyll maximum layer,particulate matter,0.110812,0.181
Tara Oceans,SAMEA2621975,175,marine biome,deep chlorophyll maximum layer,particulate matter,1.20477,0.1725
Tara Oceans,SAMEA2621970,175,marine biome,deep chlorophyll maximum layer,particulate matter,1.20477,0.1725
Tara Oceans,SAMEA2621968,175,marine biome,deep chlorophyll maximum layer,particulate matter,1.20477,0.1725
Tara Oceans,SAMEA2623764,250,marine biome,marine mesopelagic zone,particulate matter,4.0429,0.179
Tara Oceans,SAMEA2620115,270,marine biome,marine mesopelagic zone,particulate matter,19.5665,2.64
Tara Oceans,SAMEA2620114,270,marine biome,marine mesopelagic zone,particulate matter,19.5665,2.64
Tara Oceans,SAMEA2620183,285,marine biome,marine mesopelagic zone,particulate matter,21.9004,2.666
Tara Oceans,SAMEA2620045,340,marine biome,marine mesopelagic zone,particulate matter,22.4446,2.639
Tara Oceans,SAMEA2620044,340,marine biome,marine mesopelagic zone,particulate matter,22.4446,2.639
Tara Oceans,SAMEA2623322,375,marine biome,marine mesopelagic zone,particulate matter,35.7167,2.9545
Tara Oceans,SAMEA2622306,380,marine biome,marine mesopelagic zone,particulate matter,37.6941,2.66488
Tara Oceans,SAMEA2623622,390,marine biome,marine mesopelagic zone,particulate matter,4.69098,0.2385
Tara Oceans,SAMEA2623398,450,marine biome,marine mesopelagic zone,particulate matter,36.8861,3.155
Tara Oceans,SAMEA2622207,480,marine biome,marine mesopelagic zone,particulate matter,40.009,2.853
Tara Oceans,SAMEA2622068,488,marine biome,marine mesopelagic zone,particulate matter,24.644,2.023
Tara Oceans,SAMEA2623704,640,marine biome,marine mesopelagic zone,particulate matter,21.8309,1.3135
Tara Oceans,SAMEA2623524,640,marine biome,marine mesopelagic zone,particulate matter,31.8512,1.2175
Tara Oceans,SAMEA2623800,740,marine biome,marine mesopelagic zone,particulate matter,21.2692,1.34475
Tara Oceans,SAMEA2620377,5,marine biome,sea surface layer,particulate matter,0.477267,0.102
Tara Oceans,SAMEA2620220,60,marine biome,deep chlorophyll maximum layer,particulate matter,-0.224514,0.846
Tara Oceans,SAMEA2620070,5,marine biome,sea surface layer,particulate matter,-1.41558,0.2335
Tara Oceans,SAMEA2591109,5,marine biome,sea surface layer,saline water,-0.447961,0.00025
Tara Oceans,SAMEA2620932,5,marine biome,sea surface layer,saline water,2.45099,0.343
Tara Oceans,SAMEA2620372,5,marine biome,sea surface layer,saline water,0.477267,0.102
Tara Oceans,SAMEA2623851,5,marine biome,sea surface layer,saline water,0.334082,0.0125
Tara Oceans,SAMEA2620085,25,marine biome,deep chlorophyll maximum layer,saline water,-0.611888,0.2465
Tara Polar Circle Expedition,SAMEA4398432,391,polar biome,marine mesopelagic zone,liquid water,16.0176,0.851461
Tara Polar Circle Expedition,SAMEA4398387,5,polar biome,marine layer,liquid water,8.29159,0.511975
Tara Polar Circle Expedition,SAMEA4398266,5,polar biome,marine layer,liquid water,1.69963,0.312072
Tara Polar Circle Expedition,SAMEA4398193,5,polar biome,marine layer,liquid water,3.50262,0.220883
Tara Polar Circle Expedition,SAMEA4398111,5,polar biome,marine layer,liquid water,3.89125,0.560568
Tara Polar Circle Expedition,SAMEA4398083,36,polar biome,deep chlorophyll maximum layer,liquid water,5.35593,0.6443
Tara Polar Circle Expedition,SAMEA4398027,5,polar biome,marine layer,liquid water,3.71585,0.526245
Tara Polar Circle Expedition,SAMEA4397948,5,polar biome,marine layer,liquid water,1.63299,0.430504
Tara Polar Circle Expedition,SAMEA4397920,35,polar biome,deep chlorophyll maximum layer,liquid water,-2.6478,0.866194
Tara Polar Circle Expedition,SAMEA4397859,5,polar biome,marine layer,liquid water,-3.14775,0.361653
Tara Polar Circle Expedition,SAMEA4397363,199,polar biome,marine layer,liquid water,11.6916,0.730535
Tara Polar Circle Expedition,SAMEA4397330,5,polar biome,marine layer,liquid water,2.06044,0.063634
Tara Polar Circle Expedition,SAMEA4397295,35,polar biome,deep chlorophyll maximum layer,liquid water,4.75227,0.209065
Tara Polar Circle Expedition,SAMEA4397255,5,polar biome,marine layer,liquid water,2.40637,0.056871
Tara Polar Circle Expedition,SAMEA4397174,40,polar biome,deep chlorophyll maximum layer,liquid water,-3.88873,0.098435
Tara Polar Circle Expedition,SAMEA4397051,5,polar biome,marine layer,liquid water,4.72754,0.290483
Tara Polar Circle Expedition,SAMEA4396988,25,polar biome,deep chlorophyll maximum layer,liquid water,7.94716,0.709183
Tara Polar Circle Expedition,SAMEA4396941,5,polar biome,marine layer,liquid water,5.21995,0.356899
Tara Polar Circle Expedition,SAMEA4396515,40,marine biome,deep chlorophyll maximum layer,liquid water,6.95124,0.566253
Tara Polar Circle Expedition,SAMEA4396441,5,marine biome,marine layer,liquid water,4.34829,0.401861
