Project Name,Sample ID,Latitude,Longitude,latlong,Depth,Datetime,Start Date,End Date,Biome,Environmental Feature,Environmental Material,Oxygen,Temperature,Nitrate
Tara Oceans,SAMEA2622035,-25.859,-111.6989,"(-25.859,-111.6989),(-25.826,-111.7294)",188,,Sun Apr 03 2011 21:50:00 GMT-0700 (MST),Mon Apr 04 2011 01:33:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,210.578,20.1716,-0.73316
Tara Oceans,SAMEA2621832,-33.832,-73.0366,"(-33.832,-73.0366),(-33.9116,-73.0537)",35,,Sat Mar 12 2011 19:36:00 GMT-0700 (MST),Sat Mar 12 2011 20:57:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,237.215,16.4011,0.660123
Tara Oceans,SAMEA2621475,-54.3793,-65.0211,"(-54.3793,-65.0211),(-54.3739,-65.1342)",5,,Thu Dec 16 2010 11:58:00 GMT-0700 (MST),Thu Dec 16 2010 13:07:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,293.313,7.3549,11.0037
Tara Oceans,SAMEA2732954,-20.9786,-35.2841,"(-20.9786,-35.2841),(-20.9724,-35.2724)",5,,Sat Oct 16 2010 12:45:00 GMT-0700 (MST),Sat Oct 16 2010 13:07:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,206.126,23.3665,0.030608
Tara Oceans,SAMEA2731714,-8.7236,-17.9261,"(-8.7236,-17.9261),(-8.7277,-17.9235)",5,,Tue Oct 05 2010 11:00:00 GMT-0700 (MST),Tue Oct 05 2010 11:15:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,199.347,25.1323,0.196821
Tara Oceans,SAMEA2620846,-29.5123,37.8586,"(-29.5123,37.8586),(-29.5333,37.9117)",65,,Thu Jul 08 2010 06:21:00 GMT-0700 (MST),Thu Jul 08 2010 08:50:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,207.446,22.2503,-0.112031
Tara Oceans,SAMEA2731338,-29.4993,37.994,"(-29.4993,37.994),(-29.4991,37.9938)",5,,Wed Jul 07 2010 07:14:00 GMT-0700 (MST),Wed Jul 07 2010 07:27:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,209.639,22.2221,-0.166794
Tara Oceans,SAMEA2620526,-21.4513,54.2757,"(-21.4513,54.2757),(-21.4689,54.3066)",80,,Tue May 11 2010 10:40:00 GMT-0700 (MST),Tue May 11 2010 12:30:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,202.818,24.8665,0.244232
Tara Oceans,SAMEA2620523,-21.4513,54.2757,"(-21.4513,54.2757),(-21.4689,54.3066)",80,,Tue May 11 2010 10:40:00 GMT-0700 (MST),Tue May 11 2010 12:30:00 GMT-0700 (MST),marine biome,deep chlorophyll maximum layer,particulate matter,202.818,24.8665,0.244232
Tara Oceans,SAMEA2730799,-21.4475,54.2948,"(-21.4475,54.2948),(-21.4593,54.3041)",5,,Tue May 11 2010 07:23:00 GMT-0700 (MST),Tue May 11 2010 07:40:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,193.859,27.5698,0.244232
Tara Oceans,SAMEA2620500,-21.4603,54.3052,"(-21.4603,54.3052),(-21.5043,54.3563)",5,,Tue May 11 2010 03:42:00 GMT-0700 (MST),Tue May 11 2010 06:40:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.69,27.2591,0.244232
Tara Oceans,SAMEA2623781,34.0491,-49.8315,"(34.0491,-49.8315),(34.1132,-49.9181)",5,,Thu Mar 01 2012 10:48:00 GMT-0700 (MST),Thu Mar 01 2012 15:17:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,220.19,18.7327,-1.17612
Tara Oceans,SAMEA2623683,34.8341,-71.204,"(34.8341,-71.204),(34.6712,-71.3093)",5,,Wed Feb 15 2012 12:54:00 GMT-0700 (MST),Wed Feb 15 2012 17:07:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,214.365,19.1288,0.859819
Tara Oceans,SAMEA2623541,29.7348,-79.6786,"(29.7348,-79.6786),(29.6394,-79.5395)",5,,Mon Jan 16 2012 12:30:00 GMT-0700 (MST),Mon Jan 16 2012 17:19:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,192.003,24.9979,1.19032
Tara Oceans,SAMEA2623481,25.5416,-88.4044,"(25.5416,-88.4044),(25.5264,-88.394)",5,,Mon Jan 09 2012 13:41:00 GMT-0700 (MST),Mon Jan 09 2012 14:05:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.268,24.9655,-2.2118
Tara Oceans,SAMEA2623459,9.846,-80.0607,"(9.846,-80.0607),(9.8481,-80.0454)",5,,Fri Dec 30 2011 13:35:00 GMT-0700 (MST),Fri Dec 30 2011 14:45:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,195.524,27.1194,-1.72396
Tara Oceans,SAMEA2623458,9.846,-80.0607,"(9.846,-80.0607),(9.8481,-80.0454)",5,,Fri Dec 30 2011 13:35:00 GMT-0700 (MST),Fri Dec 30 2011 14:45:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,195.524,27.1194,-1.72396
Tara Oceans,SAMEA2623437,7.416,-79.3102,"(7.416,-79.3102),(7.4122,-79.3017)",5,,Wed Dec 21 2011 16:20:00 GMT-0700 (MST),Wed Dec 21 2011 17:30:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,205.288,26.6292,-3.79669
Tara Oceans,SAMEA2623357,6.3315,-102.9484,"(6.3315,-102.9484),(6.3332,-102.9432)",5,,Sat Dec 10 2011 14:08:00 GMT-0700 (MST),Sat Dec 10 2011 14:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,196.883,26.6362,-1.18432
Tara Oceans,SAMEA2623184,32.6419,-121.9853,"(32.6419,-121.9853),(32.7526,-122.0013)",5,,Sat Oct 22 2011 14:52:00 GMT-0700 (MST),Sat Oct 22 2011 19:01:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,226.56,17.302,-1.65127
Tara Oceans,SAMEA2623126,35.4068,-127.7432,"(35.4068,-127.7432),(35.3671,-127.7422)",5,,Tue Oct 18 2011 15:35:00 GMT-0700 (MST),Tue Oct 18 2011 19:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,224.408,19.2497,-0.673592
Tara Oceans,SAMEA2622995,11.24,-152.9931,"(11.24,-152.9931),(11.2723,-152.3711)",5,,Tue Sep 13 2011 17:36:00 GMT-0700 (MST),Tue Sep 13 2011 21:33:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,187.516,27.531,-1.89738
Tara Oceans,SAMEA2622955,6.8596,-153.111,"(6.8596,-153.111),(6.671,-153.0658)",5,,Sat Sep 10 2011 17:57:00 GMT-0700 (MST),Sat Sep 10 2011 01:24:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,184.932,28.327,-2.17599
Tara Oceans,SAMEA2622873,-6.6306,-152.4664,"(-6.6306,-152.4664),(-6.6499,-152.4243)",5,,Wed Aug 31 2011 18:00:00 GMT-0700 (MST),Wed Aug 31 2011 19:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.104,27.0488,4.95364
Tara Oceans,SAMEA2622856,-11.986,-151.0782,"(-11.986,-151.0782),(-11.9873,-151.05)",5,,Sun Aug 28 2011 18:05:00 GMT-0700 (MST),Sun Aug 28 2011 19:03:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.475,26.6354,-1.05626
Tara Oceans,SAMEA2622646,-23.073,-135.018,"(-23.073,-135.018),(-23.073,-135.018)",5,,Sat Jul 09 2011 17:47:00 GMT-0700 (MST),Sat Jul 09 2011 17:58:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,201.329,24.2277,-0.910661
Tara Oceans,SAMEA2622641,-23.0242,-134.9232,"(-23.0242,-134.9232),(-23.0242,-134.9232)",5,,Wed Jul 06 2011 18:44:00 GMT-0700 (MST),Wed Jul 06 2011 18:55:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,204.057,23.6355,-1.01654
Tara Oceans,SAMEA2622637,-23.0244,-134.9228,"(-23.0244,-134.9228),(-23.0244,-134.9228)",5,,Wed Jul 06 2011 04:05:00 GMT-0700 (MST),Wed Jul 06 2011 05:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.719,23.7047,-1.01654
Tara Oceans,SAMEA2622632,-23.1571,-135.018,"(-23.1571,-135.018),(-23.1571,-135.018)",5,,Fri Jul 01 2011 21:08:00 GMT-0700 (MST),Fri Jul 01 2011 21:21:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,197.421,23.7905,-1.01654
Tara Oceans,SAMEA2622628,-23.1571,-135.018,"(-23.1571,-135.018),(-23.1571,-135.018)",5,,Fri Jul 01 2011 06:27:00 GMT-0700 (MST),Fri Jul 01 2011 06:58:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,197.555,23.7901,-1.01654
Tara Oceans,SAMEA2622624,-23.2329,-134.9606,"(-23.2329,-134.9606),(-23.2329,-134.9606)",5,,Thu Jun 30 2011 05:05:00 GMT-0700 (MST),Thu Jun 30 2011 05:27:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,198.368,24.2666,-1.01654
Tara Oceans,SAMEA2622619,-23.2317,-134.9611,"(-23.2317,-134.9611),(-23.2317,-134.9611)",5,,Tue Jun 28 2011 17:50:00 GMT-0700 (MST),Tue Jun 28 2011 18:05:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,198.257,24.118,-1.01654
Tara Oceans,SAMEA2622614,-23.1595,-134.9236,"(-23.1595,-134.9236),(-23.1595,-134.9236)",5,,Sun Jun 26 2011 22:44:00 GMT-0700 (MST),Sun Jun 26 2011 23:04:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,199.671,24.0609,-1.01654
Tara Oceans,SAMEA2731480,-23.1107,-134.9327,"(-23.1107,-134.9327),(-23.1107,-134.9329)",5,,Sun Jun 19 2011 19:25:00 GMT-0700 (MST),Sun Jun 19 2011 19:56:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.004,23.7919,-0.684453
Tara Oceans,SAMEA2622603,-23.1107,-134.9327,"(-23.1107,-134.9327),(-23.1108,-134.9327)",5,,Sun Jun 19 2011 17:12:00 GMT-0700 (MST),Sun Jun 19 2011 19:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.004,23.7919,-0.684453
Tara Oceans,SAMEA2622256,0.0422,-84.6168,"(0.0422,-84.6168),(-0.0283,-84.5862)",5,,Tue May 03 2011 12:27:00 GMT-0700 (MST),Tue May 03 2011 16:05:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.111,25.5043,5.71519
Tara Oceans,SAMEA2622084,-21.1556,-104.8217,"(-21.1556,-104.8217),(-21.146,-104.787)",5,,Sat Apr 09 2011 13:56:00 GMT-0700 (MST),Sat Apr 09 2011 16:17:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.995,23.7888,-1.7374
Tara Oceans,SAMEA2621924,-28.1483,-107.4542,"(-28.1483,-107.4542),(-28.1698,-107.3833)",5,,Sun Mar 27 2011 13:47:00 GMT-0700 (MST),Sun Mar 27 2011 15:20:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.323,24.7463,-1.01044
Tara Oceans,SAMEA2621920,-28.1483,-107.4542,"(-28.1483,-107.4542),(-28.1698,-107.3833)",5,,Sun Mar 27 2011 13:47:00 GMT-0700 (MST),Sun Mar 27 2011 15:20:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.323,24.7463,-1.01044
Tara Oceans,SAMEA2621581,-64.3453,-53.0231,"(-64.3453,-53.0231),(-64.3595,-53.0063)",5,,Sun Jan 09 2011 10:54:00 GMT-0700 (MST),Sun Jan 09 2011 15:42:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,396.29,-0.56135,11.9924
Tara Oceans,SAMEA2621472,-54.3793,-65.0211,"(-54.3793,-65.0211),(-54.3739,-65.1342)",5,,Thu Dec 16 2010 11:58:00 GMT-0700 (MST),Thu Dec 16 2010 13:07:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,293.313,7.3549,11.0037
Tara Oceans,SAMEA2621124,-9.2815,-9.6137,"(-9.2815,-9.6137),(-9.3,-9.5587)",5,,Tue Sep 28 2010 08:14:00 GMT-0700 (MST),Tue Sep 28 2010 10:10:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.953,23.7757,-3.46895
Tara Oceans,SAMEA2620777,-22.3407,40.3444,"(-22.3407,40.3444),(-22.3368,40.3412)",5,,Sat Jul 03 2010 08:09:00 GMT-0700 (MST),Sat Jul 03 2010 09:57:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,199.896,25.0802,-0.166794
Tara Oceans,SAMEA2620459,-21.4757,56.8133,"(-21.4757,56.8133),(-21.4966,56.9011)",5,,Sun May 09 2010 05:30:00 GMT-0700 (MST),Sun May 09 2010 08:05:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.508,27.4943,0.244232
Tara Oceans,SAMEA2620431,-16.8083,59.5043,"(-16.8083,59.5043),(-16.8084,59.5043)",5,,Fri Apr 23 2010 10:10:00 GMT-0700 (MST),Fri Apr 23 2010 11:48:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,192.6,28.2728,-2.20176
Tara Oceans,SAMEA2730915,9.8416,-80.0663,"(9.8416,-80.0663),(9.8432,-80.0621)",5,,Fri Dec 30 2011 14:49:00 GMT-0700 (MST),Fri Dec 30 2011 15:08:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,195.533,27.2466,-0.543904
Tara Oceans,SAMEA2730914,9.846,-80.054,"(9.846,-80.054),(9.8466,-80.1338)",5,,Fri Dec 30 2011 13:59:00 GMT-0700 (MST),Fri Dec 30 2011 14:15:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,195.524,27.1194,-1.72396
Tara Oceans,SAMEA2623457,9.846,-80.0607,"(9.846,-80.0607),(9.8481,-80.0454)",5,,Fri Dec 30 2011 13:35:00 GMT-0700 (MST),Fri Dec 30 2011 14:45:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,195.524,27.1194,-1.72396
Tara Oceans,SAMEA2730625,7.4236,-79.3215,"(7.4236,-79.3215),(7.4236,-79.3211)",5,,Wed Dec 21 2011 20:53:00 GMT-0700 (MST),Wed Dec 21 2011 21:02:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,205.308,26.6491,-0.287067
Tara Oceans,SAMEA2730909,7.4174,-79.3017,"(7.4174,-79.3017),(7.4169,-79.317)",5,,Wed Dec 21 2011 18:53:00 GMT-0700 (MST),Wed Dec 21 2011 19:11:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,205.308,26.6491,-0.287067
Tara Oceans,SAMEA2730908,6.416,-79.3102,"(6.416,-79.3102),(7.4161,-79.3071)",5,,Wed Dec 21 2011 17:26:00 GMT-0700 (MST),Wed Dec 21 2011 17:47:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,205.288,26.6292,-3.79669
Tara Oceans,SAMEA2623439,7.416,-79.3102,"(7.416,-79.3102),(7.4122,-79.3017)",5,,Wed Dec 21 2011 16:20:00 GMT-0700 (MST),Wed Dec 21 2011 17:30:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,205.288,26.6292,-3.79669
Tara Oceans,SAMEA2732557,32.6681,-121.9909,"(32.6681,-121.9909),(32.6744,-121.9918)",5,,Sat Oct 22 2011 17:47:00 GMT-0700 (MST),Sat Oct 22 2011 18:02:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,226.56,17.302,-1.65127
Tara Oceans,SAMEA2623186,32.6419,-121.9853,"(32.6419,-121.9853),(32.7526,-122.0013)",5,,Sat Oct 22 2011 14:52:00 GMT-0700 (MST),Sat Oct 22 2011 19:01:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,226.56,17.302,-1.65127
Tara Oceans,SAMEA2732974,35.4223,-127.6875,"(35.4223,-127.6875),(35.4155,-127.7409)",5,,Tue Oct 18 2011 19:38:00 GMT-0700 (MST),Tue Oct 18 2011 20:02:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,224.408,19.2497,-0.673592
Tara Oceans,SAMEA2732917,35.4046,-127.7438,"(35.4046,-127.7438),(35.4,-127.7426)",5,,Tue Oct 18 2011 18:29:00 GMT-0700 (MST),Tue Oct 18 2011 18:51:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,224.408,19.2497,-0.673592
Tara Oceans,SAMEA2732853,35.3937,-127.7424,"(35.3937,-127.7424),(35.3888,-127.7422)",5,,Tue Oct 18 2011 17:47:00 GMT-0700 (MST),Tue Oct 18 2011 18:06:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,224.408,19.2497,-0.673592
Tara Oceans,SAMEA2623128,35.4068,-127.7432,"(35.4068,-127.7432),(35.3671,-127.7422)",5,,Tue Oct 18 2011 15:35:00 GMT-0700 (MST),Tue Oct 18 2011 19:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,224.408,19.2497,-0.673592
Tara Oceans,SAMEA2731974,-6.6018,-152.5163,"(-6.6018,-152.5163),(-6.605,-152.5075)",5,,Thu Sep 01 2011 01:15:00 GMT-0700 (MST),Thu Sep 01 2011 01:31:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.043,27.1441,4.78483
Tara Oceans,SAMEA2731923,-6.6221,-152.4612,"(-6.6221,-152.4612),(-6.6264,-152.4481)",5,,Wed Aug 31 2011 23:31:00 GMT-0700 (MST),Wed Aug 31 2011 23:53:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.043,27.1441,4.78483
Tara Oceans,SAMEA2731883,-6.6172,-152.4885,"(-6.6172,-152.4885),(-6.6226,-152.4799)",5,,Wed Aug 31 2011 20:27:00 GMT-0700 (MST),Wed Aug 31 2011 20:46:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.043,27.1441,4.78483
Tara Oceans,SAMEA2622875,-6.6306,-152.4664,"(-6.6306,-152.4664),(-6.6499,-152.4243)",5,,Wed Aug 31 2011 18:00:00 GMT-0700 (MST),Wed Aug 31 2011 19:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.104,27.0488,4.95364
Tara Oceans,SAMEA2731706,-11.9671,-151.2822,"(-11.9671,-151.2822),(-11.9668,-151.2413)",5,,Sun Aug 28 2011 23:49:00 GMT-0700 (MST),Mon Aug 29 2011 00:08:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.281,26.7915,1.79573
Tara Oceans,SAMEA2731705,-11.9703,-151.2032,"(-11.9703,-151.2032),(-11.9715,-151.1882)",5,,Sun Aug 28 2011 22:31:00 GMT-0700 (MST),Sun Aug 28 2011 22:50:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.281,26.7915,1.79573
Tara Oceans,SAMEA2731669,-11.9785,-151.1345,"(-11.9785,-151.1345),(-11.9805,-151.1194)",5,,Sun Aug 28 2011 20:28:00 GMT-0700 (MST),Sun Aug 28 2011 20:52:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,189.058,26.6492,-0.483111
Tara Oceans,SAMEA2622858,-11.986,-151.0782,"(-11.986,-151.0782),(-11.9873,-151.05)",5,,Sun Aug 28 2011 18:05:00 GMT-0700 (MST),Sun Aug 28 2011 19:03:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,188.475,26.6354,-1.05626
Tara Oceans,SAMEA2731583,-23.1,-135,"(-23.1,-135),(-23.0731,-135.0179)",5,,Sat Jul 09 2011 19:28:00 GMT-0700 (MST),Sat Jul 09 2011 19:54:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,201.329,24.2277,-0.910661
Tara Oceans,SAMEA2731582,-23.1,-135,"(-23.1,-135),(-23.0731,-135.018)",5,,Sat Jul 09 2011 18:45:00 GMT-0700 (MST),Sat Jul 09 2011 19:11:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,201.329,24.2277,-0.910661
Tara Oceans,SAMEA2731724,-23,-134.9,"(-23,-134.9),(-23.0244,-134.9233)",5,,Wed Jul 06 2011 18:39:00 GMT-0700 (MST),Wed Jul 06 2011 19:02:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,204.057,23.6355,-1.01654
Tara Oceans,SAMEA2731702,-23,-134.9,"(-23,-134.9),(-23.0246,-134.9235)",5,,Wed Jul 06 2011 17:53:00 GMT-0700 (MST),Wed Jul 06 2011 18:13:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,204.057,23.6355,-1.01654
Tara Oceans,SAMEA2731665,-23,-134.9,"(-23,-134.9),(-23.0246,-134.9231)",5,,Wed Jul 06 2011 07:17:00 GMT-0700 (MST),Wed Jul 06 2011 07:38:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.719,23.7047,-1.01654
Tara Oceans,SAMEA2731664,-23,-134.9,"(-23,-134.9),(-23.0244,-134.9228)",5,,Wed Jul 06 2011 06:36:00 GMT-0700 (MST),Wed Jul 06 2011 07:01:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,208.719,23.7047,-1.01654
Tara Oceans,SAMEA2732203,-21.1609,-104.8413,"(-21.1609,-104.8413),(-21.1584,-104.8314)",5,,Sat Apr 09 2011 16:51:00 GMT-0700 (MST),Sat Apr 09 2011 17:20:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.995,23.7888,-1.7374
Tara Oceans,SAMEA2732202,-21.1546,-104.8144,"(-21.1546,-104.8144),(-21.1526,-104.8117)",5,,Sat Apr 09 2011 15:30:00 GMT-0700 (MST),Sat Apr 09 2011 15:47:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.995,23.7888,-1.7374
Tara Oceans,SAMEA2732201,-21.1487,-104.7996,"(-21.1487,-104.7996),(-21.1472,-104.7964)",5,,Sat Apr 09 2011 14:25:00 GMT-0700 (MST),Sat Apr 09 2011 14:46:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.29,23.8966,-1.50103
Tara Oceans,SAMEA2622086,-21.1556,-104.8217,"(-21.1556,-104.8217),(-21.146,-104.787)",5,,Sat Apr 09 2011 13:56:00 GMT-0700 (MST),Sat Apr 09 2011 16:17:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,203.995,23.7888,-1.7374
Tara Oceans,SAMEA2732834,-32.7971,-87.0857,"(-32.7971,-87.0857),(-32.7969,-87.086)",5,,Fri Mar 18 2011 21:02:00 GMT-0700 (MST),Fri Mar 18 2011 21:11:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,219.412,21.1819,-0.760199
Tara Oceans,SAMEA2732773,-32.7959,-87.0874,"(-32.7959,-87.0874),(-32.7954,-87.0839)",5,,Fri Mar 18 2011 20:19:00 GMT-0700 (MST),Fri Mar 18 2011 20:30:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,219.412,21.1819,-0.760199
Tara Oceans,SAMEA2732772,-32.733,-87.1005,"(-32.733,-87.1005),(-32.7404,-87.0992)",5,,Fri Mar 18 2011 15:26:00 GMT-0700 (MST),Fri Mar 18 2011 15:42:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,219.412,21.1819,-0.760199
Tara Oceans,SAMEA2621844,-32.7806,-87.0917,"(-32.7806,-87.0917),(-32.7971,-87.0693)",5,,Fri Mar 18 2011 11:57:00 GMT-0700 (MST),Fri Mar 18 2011 14:00:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,219.175,21.132,-0.39754
Tara Oceans,SAMEA2731966,-9.2599,-9.6848,"(-9.2599,-9.6848),(-9.2612,-9.68)",5,,Tue Sep 28 2010 12:14:00 GMT-0700 (MST),Tue Sep 28 2010 12:23:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,201.557,23.8292,-3.12198
Tara Oceans,SAMEA2731962,-9.628,-9.628,"(-9.628,-9.628),(-9.28,-9.6193)",5,,Tue Sep 28 2010 10:20:00 GMT-0700 (MST),Tue Sep 28 2010 10:34:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.953,23.7757,-3.46895
Tara Oceans,SAMEA2731877,-9.2931,-9.575,"(-9.2931,-9.575),(-9.2942,-9.5714)",5,,Tue Sep 28 2010 08:37:00 GMT-0700 (MST),Tue Sep 28 2010 08:47:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.953,23.7757,-3.46895
Tara Oceans,SAMEA2621126,-9.2815,-9.6137,"(-9.2815,-9.6137),(-9.3,-9.5587)",5,,Tue Sep 28 2010 08:14:00 GMT-0700 (MST),Tue Sep 28 2010 10:10:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,200.953,23.7757,-3.46895
Tara Oceans,SAMEA2731434,-22.3369,40.3412,"(-22.3369,40.3412),(-22.3369,40.0193)",5,,Sat Jul 03 2010 08:34:00 GMT-0700 (MST),Sat Jul 03 2010 08:47:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,199.896,25.0802,-0.166794
Tara Oceans,SAMEA2620775,-22.3407,40.3444,"(-22.3407,40.3444),(-22.3368,40.3412)",5,,Sat Jul 03 2010 08:09:00 GMT-0700 (MST),Sat Jul 03 2010 09:57:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,199.896,25.0802,-0.166794
Tara Oceans,SAMEA2731420,-22.3369,40.3412,"(-22.3369,40.3412),(-22.3369,40.3412)",5,,Sat Jul 03 2010 08:02:00 GMT-0700 (MST),Sat Jul 03 2010 08:14:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,199.896,25.0802,-0.166794
Tara Oceans,SAMEA2731264,-17.0283,42.7449,"(-17.0283,42.7449),(-17.0244,42.7415)",5,,Sun Jun 27 2010 14:16:00 GMT-0700 (MST),Sun Jun 27 2010 14:36:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,193.547,27.2711,2.14933
Tara Oceans,SAMEA2731172,-13.0597,46.9673,"(-13.0597,46.9673),(-13.0619,46.9692)",5,,Tue May 25 2010 08:54:00 GMT-0700 (MST),Tue May 25 2010 09:05:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,192.915,28.9105,0.244232
Tara Oceans,SAMEA2731149,-13.071,46.9726,"(-13.071,46.9726),(-13.0655,46.9692)",5,,Tue May 25 2010 08:20:00 GMT-0700 (MST),Tue May 25 2010 08:26:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,192.915,28.9105,0.244232
Tara Oceans,SAMEA2731110,-13.0772,46.9707,"(-13.0772,46.9707),(-13.0781,46.9706)",5,,Tue May 25 2010 05:50:00 GMT-0700 (MST),Tue May 25 2010 06:13:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,192.915,28.9105,0.244232
Tara Oceans,SAMEA2620610,-13.0782,46.9724,"(-13.0782,46.9724),(-13.0833,46.971)",5,,Tue May 25 2010 05:27:00 GMT-0700 (MST),Tue May 25 2010 06:13:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,192.915,28.9105,0.244232
Tara Oceans,SAMEA2620504,-21.4603,54.3052,"(-21.4603,54.3052),(-21.5043,54.3563)",5,,Tue May 11 2010 03:42:00 GMT-0700 (MST),Tue May 11 2010 06:40:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.69,27.2591,0.244232
Tara Oceans,SAMEA2730982,-21.4779,56.8242,"(-21.4779,56.8242),(-21.4788,56.8291)",5,,Sun May 09 2010 08:05:00 GMT-0700 (MST),Sun May 09 2010 08:19:00 GMT-0700 (MST),marine biome,sea surface layer,particulate matter,194.508,27.4943,0.244232
